"global_id";"ID";"Name";"Text";"Photo";"AdmArea";"District";"Location";"LocationInfo";"InstallationDate";"InstallationComment";"Form";"Details";"Material";"Authors";"InventoryDate";"PlaquePresence";"Condition";"DefectPhoto";"Accessibility";"CommonInfo";"UNOM";"geoData";"geodata_center";
"2813177";"737";"Мемориальная доска Руденко Сергею Игнатьевичу";"В этом доме жил и работал с 1962 по 1990 год Герой Советского Союза, маршал авиации Сергей Игнатьевич Руденко";"nested data";"Центральный административный округ";"район Арбат";"город Москва, Проточный переулок, дом 13, строение 1";"Смоленская наб., д. 5/13";"01.01.0001";"";"вертикальная";"Текстовая с горельефным портретом и изображением птичьего крыла и дубовой ветви";"бронза";"nested data";"03.05.2023";"";"полная";"nested data";"";"Размеры: 70 х 130 см.";"23947";"{coordinates=[37.57664843, 55.749129615], type=Point}";"{coordinates=[37.57664843, 55.749129615], type=Point}";
"2813178";"738";"Мемориальная доска Савицкому Евгению Яковлевичу";"В этом доме с 1955 по 1990 год жил выдающийся летчик, участник Великой Отечественной войны, дважды герой Советского Союза, маршал авиации Евгений Яковлевич Савицкий";"nested data";"Центральный административный округ";"район Арбат";"Смоленская набережная, дом 5/13";"подъезд №2";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"23947";"{coordinates=[37.576780381, 55.749221472], type=Point}";"{coordinates=[37.576780381, 55.749221472], type=Point}";
"2813179";"739";"Мемориальная доска в память о боях в октябре 1917 года красногвардейцев и солдат Хамовнического района с отрядами юнкеров";"Здесь в октябре 1917 г. шли ожесточенные бои красногвардейцев и солдат Хамовнического района с отрядами юнкеров";"nested data";"Центральный административный округ";"район Арбат";"Смоленская пл., дом 3/2, строение 1";"На воротах у входа в метро ЦАО, Смоленская площадь, дом 2/54";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"23987001";"{coordinates=[37.583854637, 55.747669292], type=Point}";"{coordinates=[37.583854637, 55.747669292], type=Point}";
"2813181";"741";"Мемориальная доска Пырьеву Ивану Александровичу";"Здесь с 1962 года по 1968 год жил и работал советский кинорежиссёр, народный артист СССР Иван Александрович Пырьев";"nested data";"Центральный административный округ";"район Арбат";"город Москва, Смоленская улица, дом 10, строение 1";"";"17.05.1976";"";"горизонтальная";"Текстовая с накладным бронзовым барельефным портретом";"бронза";"nested data";"03.05.2023";"";"общее загрязнение";"nested data";"";"Размеры: 100 х 80 см. Следы краски.";"23948";"{coordinates=[37.577655252, 55.746027694], type=Point}";"{coordinates=[37.577655252, 55.746027694], type=Point}";
"2813182";"742";"Мемориальная доска Карбышеву Дмитрию Михайловичу";"В этом доме в 1923-1941 годах жил Герой Советского Союза генерал-лейтенант инженерных войск Карбышев Дмитрий Михайлович";"nested data";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Смоленский бульвар, дом 15";"";"15.05.1958";"";"вертикальная";"С накладным бронзовым барельефным портретом";"бронза";"nested data";"20.03.2016";"";"повреждения";"nested data";"";"Утрата красочного слоя на буквах, трещина в левом верхнем углу, общее загрязнение";"23977";"{coordinates=[37.582576676, 55.741791758], type=Point}";"{coordinates=[37.582576676, 55.741791758], type=Point}";
"2813183";"743";"Мемориальная доска Гарину Эрасту Павловичу";"Здесь с 1934 по 1980 год жил народный артист СССР, лауреат Государственной премии СССР Эраст Павлович Гарин";"nested data";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Смоленский бульвар, дом 17, строение 1";"";"26.08.1986";"";"сложной формы";"С овальным углублением, в котором установлен скульптурный портрет";"бронза";"nested data";"20.07.2021";"";"повреждения";"nested data";"";"Повреждения в нижней части, ржавчина, следы краски.
Размеры: 45 х 115 см.";"23978";"{coordinates=[37.583506067, 55.742407249], type=Point}";"{coordinates=[37.583506067, 55.742407249], type=Point}";
"2813184";"744";"Мемориальная доска Бурденко Николаю Ниловичу";"В этом здании с 1944 года по 1946 год работал выдающийся советский учёный-хирург, Герой Социалистического Труда, академик Николай Нилович Бурденко";"nested data";"Центральный административный округ";"Таганский район";"город Москва, улица Солянка, дом 12-14, строение 3";"Российская академия медицинских наук";"18.04.1977";"";"сложной формы";"Доска из 2-х частей: текстовой в виде свитка и доской с барельефным портретом";"бронза";"nested data";"26.03.2016";"";"полная";"nested data";"";"";"2130607";"{coordinates=[37.639644806, 55.751007466], type=Point}";"{coordinates=[37.639644806, 55.751007466], type=Point}";
"2813185";"745";"Мемориальная доска Баденкову Петру Фёдоровичу";"Выдающийся нефтехимик, организатор отечественной шинной промышленности Пётр Фёдорович Баденков жил в этом доме с 1947 года по 1952 год";"nested data";"Центральный административный округ";"район Якиманка";"Серафимовича ул., дом 2";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"83022";"{coordinates=[37.612797625, 55.74394708], type=Point}";"{coordinates=[37.612797625, 55.74394708], type=Point}";
"2813186";"746";"Мемориальная доска Ленину Владимиру Ильичу";"Владимир Ильич Ленин выступал в этом здании 30 августа 1918 года на митинге рабочих Басманного района и 31 декабря 1919 года на новогоднем вечере и 18 ноября 1920 года на собрании партийного актива Бауманского района";"nested data";"Центральный административный округ";"Басманный район";"город Москва, Спартаковская площадь, дом 9/1А, строение 1";"Театр «Модернъ»";"22.04.1957";"";"вертикальная";"Текстовая с накладным бронзовым барельефным портретом";"бронза";"nested data";"15.02.2016";"";"повреждения";"nested data";"";"Скол в правом нижнем углу.
Размеры: 110 х 75 см.";"2116361";"{coordinates=[37.682341024, 55.776688144], type=Point}";"{coordinates=[37.682341024, 55.776688144], type=Point}";
"2813187";"747";"Мемориальная доска Первухину Михаилу Георгиевичу";"Видный государственный деятель выдающийся организатор атомной промышленности Герой Социалистического труда Михаил Георгиевич Первухин жил в этом доме с 1942 по 1978 год";"nested data";"Центральный административный округ";"район Арбат";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Арбат, Романов переулок, дом 3, строение 1";"";"20.08.2020";"";"горизонтальная";"С барельефным портретом в медальоне";"бронза";"nested data";"21.03.2023";"";"полная";"nested data";"";"";"5985";"{coordinates=[37.60758669, 55.75348976], type=Point}";"{coordinates=[37.60758669, 55.75348976], type=Point}";
"2813188";"748";"Мемориальная доска Архипову Абраму Ефимовичу";"В этом доме жил и работал выдающийся русский художник Абрам Ефимович Архипов";"nested data";"Центральный административный округ";"Басманный район";"город Москва, Большой Спасоглинищевский переулок, дом 4/2, строение 1";"";"29.06.1966";"";"горизонтальная";"Текстовая с барельефным портретом, с подставкой для цветов";"";"nested data";"26.03.2016";"";"повреждения";"nested data";"";"Следы краски, повреждение поверхоности.
Размеры: 140 х 93 см.";"2120321";"{coordinates=[37.634108363, 55.756897468], type=Point}";"{coordinates=[37.634108363, 55.756897468], type=Point}";
"2813189";"749";"Мемориальная доска Цветаевой Анастасии Ивановне";"В этом доме с 1979 по 1993 год жила и работала писатель Анастасия Цветаева";"nested data";"Центральный административный округ";"Красносельский район";"Большая Спасская улица, дом 8";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"24469";"{coordinates=[37.644126895, 55.775892996], type=Point}";"{coordinates=[37.644126895, 55.775892996], type=Point}";
"2813190";"750";"Мемориальная доска Толстому Алексею Николаевичу";"Здесь жил и работал А. Н. Толстой";"nested data";"Центральный административный округ";"Пресненский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Пресненский, улица Спиридоновка, дом 2, строение 1";"Музей-квартира А.Н.Толстого, отдел Государственного музея истории российской литературы имени В.И. Даля (государственный литературный музей)";"03.07.1957";"";"вертикальная";"Текстовая с накладным барельефным портретом и изображением венка и лавровых ветвей";"";"nested data";"07.06.2022";"";"полная";"nested data";"";"Размеры: 83 х 179 см.";"4307855";"{coordinates=[37.5959829, 55.758596868], type=Point}";"{coordinates=[37.5959829, 55.758596868], type=Point}";
"2813191";"751";"Мемориальная доска Папанову Анатолию Дмитриевичу";"В этом доме с 1967 по 1987 год жил выдающийся русский актер, Народный артист СССР Анатолий Дмитриевич Папанов";"nested data";"Центральный административный округ";"Пресненский район";"улица Спиридоновка, дом 8";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"26109";"{coordinates=[37.595887435, 55.759072744], type=Point}";"{coordinates=[37.595887435, 55.759072744], type=Point}";
"2813192";"752";"Мемориальная доска Галлаю Марку Лазаревичу";"Заслуженный летчик-испытатель СССР, Герой Советского Союза, писатель Марк Лазаревич Галлай жил в этом доме с 1979 по 1998 год";"nested data";"Центральный административный округ";"Пресненский район";"Спиридоновка ул., дом 9";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2105172";"{coordinates=[37.593641711, 55.759759964], type=Point}";"{coordinates=[37.593641711, 55.759759964], type=Point}";
"2813193";"753";"Мемориальная доска Мазурову Кириллу Трофимовичу";"Видный государственный и общественный деятель Кирилл Трофимович Мазуров жил в этом доме с 1964 по 1989 год";"nested data";"Центральный административный округ";"Пресненский район";"город Москва, улица Спиридоновка, дом 15, строение 1";"";"01.07.2006";"";"горизонтальная";"Текстовая с накладным бронзовым барельефным портретом";"бронза";"nested data";"08.03.2016";"";"полная";"nested data";"";"Размеры: 150 х 95 см.";"26114";"{coordinates=[37.592107472, 55.760707305], type=Point}";"{coordinates=[37.592107472, 55.760707305], type=Point}";
"2813194";"754";"Мемориальная доска Шокину Александру Ивановичу";"Шокин Александр Иванович, видный государственный деятель, дважды Герой социалистического труда, министр электронной промышленности СССР жил в этом доме с 1966 по 1988 год";"nested data";"Центральный административный округ";"Пресненский район";"город Москва, улица Спиридоновка, дом 15, строение 1";"";"01.03.2011";"";"горизонтальная";"Текстовая с накладным бронзовым барельефным портретом в центре";"";"nested data";"08.03.2016";"";"полная";"nested data";"";"Размеры: 80 х 140 см.";"26114";"{coordinates=[37.592107472, 55.760707305], type=Point}";"{coordinates=[37.592107472, 55.760707305], type=Point}";
"2813195";"755";"Мемориальная доска Пельше Арвиду Яновичу";"В этом доме с 1966 года по 1983 год жил видный деятель коммунистической партии и советского государства, дважды Герой социалистического труда Арвид Янович Пельше";"nested data";"Центральный административный округ";"Пресненский район";"город Москва, улица Спиридоновка, дом 15, строение 1";"";"25.10.1984";"";"горизонтальная";"Текстовая с накладным бронзовым барельефным портретом в медальоне, украшена бронзовым лавровым венком";"бронза";"nested data";"08.03.2016";"";"полная";"nested data";"";"Размеры: 65 х 125 см.";"26114";"{coordinates=[37.592107472, 55.760707305], type=Point}";"{coordinates=[37.592107472, 55.760707305], type=Point}";
"2813196";"756";"Мемориальная доска Антонову Алексею Константиновичу";"Видный государственный деятель Герой Социалистического труда министр электротехнической промышленности СССР Алексей Константинович Антонов жил в этом доме с 1965 по 2010";"nested data";"Центральный административный округ";"Пресненский район";"город Москва, улица Спиридоновка, дом 15, строение 1";"";"01.07.2012";"";"квадратная";"Текстовая с накладной бронзовой звездой Героя";"бронза";"nested data";"08.03.2016";"";"полная";"nested data";"";"Размеры: 70 х 85 см.";"26114";"{coordinates=[37.592107472, 55.760707305], type=Point}";"{coordinates=[37.592107472, 55.760707305], type=Point}";
"2813198";"758";"Мемориальная доска Афанасьеву Сергею Александровичу";"Выдающийся организатор ракетно-космической промышленности, дважды Герой Социалистического труда, лауреат Ленинской и Государственных премий, министр общего машиностроения СССР Сергей Александрович Афанасьев жил в этом доме с 1968 по 2001 гг.";"nested data";"Центральный административный округ";"Пресненский район";"улица Спиридоновка, дом 18";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"26117";"{coordinates=[37.593557009, 55.760891626], type=Point}";"{coordinates=[37.593557009, 55.760891626], type=Point}";
"2813199";"759";"Мемориальная доска Георгадзе Михаилу Порфирьевичу";"Здесь с 1968 года по 1982 год жил Секретарь Президиума Верховного Совета СССР Михаил Порфирьевич Георгадзе";"nested data";"Центральный административный округ";"Пресненский район";"улица Спиридоновка, дом 18";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"26117";"{coordinates=[37.593557009, 55.760891626], type=Point}";"{coordinates=[37.593557009, 55.760891626], type=Point}";
"2813200";"760";"Мемориальная доска Добрынину Анатолию Фёдоровичу";"Выдающийся дипломат, чрезвычайный и полномочный посол, Герой Социалистического труда Анатолий Федорович Добрынин жил в этом доме с 1968 по 2010 год";"nested data";"Центральный административный округ";"Пресненский район";"улица Спиридоновка, дом 18";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"26117";"{coordinates=[37.593557009, 55.760891626], type=Point}";"{coordinates=[37.593557009, 55.760891626], type=Point}";
"2813201";"761";"Мемориальная доска Кутахову Павлу Степановичу";"Здесь с 1968 по 1984 год жил видный советский военачальник, дважды Герой Советского Союза, главный маршал авиации Павел Степанович Кутахов";"nested data";"Центральный административный округ";"Пресненский район";"улица Спиридоновка, дом 18";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"26117";"{coordinates=[37.593557009, 55.760891626], type=Point}";"{coordinates=[37.593557009, 55.760891626], type=Point}";
"2813202";"762";"Мемориальная доска Патоличеву Николаю Семёновичу";"Крупный государственный деятель, дважды Герой Социалистического труда, министр внешней торговли Николай Семёнович Патоличев жил в этом доме с 1968 по 1989 гг.";"nested data";"Центральный административный округ";"Пресненский район";"улица Спиридоновка, дом 18";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"26117";"{coordinates=[37.593557009, 55.760891626], type=Point}";"{coordinates=[37.593557009, 55.760891626], type=Point}";
"2813203";"763";"Мемориальная доска Гришину Виктору Васильевичу";"Виктор Васильевич Гришин, выдающийся государственный деятель, дважды Герой Социалистического труда жил в этом доме с 1973 по 1992 год";"nested data";"Центральный административный округ";"Пресненский район";"Спиридоновка ул., дом 19";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"26118";"{coordinates=[37.590475352, 55.761778924], type=Point}";"{coordinates=[37.590475352, 55.761778924], type=Point}";
"2813204";"764";"Мемориальная доска Школьникову Алексею Михайловичу";"Выдающийся государственный деятель, герой Социалистического труда, Алексей Михайлович Школьников жил в этом доме с 1974 по 2003 гг.";"nested data";"Центральный административный округ";"Пресненский район";"Спиридоновка ул., дом 19";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"26118";"{coordinates=[37.590475352, 55.761778924], type=Point}";"{coordinates=[37.590475352, 55.761778924], type=Point}";
"2813205";"765";"Мемориальная доска Шульженко Клавдии Ивановне";"Выдающаяся исполнительница эстрадной лирической песни, народная артистка СССР Клавдия Шульженко жила в этом доме с 1948 по 1962 год";"nested data";"Центральный административный округ";"Пресненский район";"город Москва, улица Спиридоновка, дом 22/2, строение 10-10А";"";"30.05.2006";"";"горизонтальная";"Текстовая с барельефным портретом";"бронза";"nested data";"16.04.2023";"";"полная";"nested data";"";"";"26120";"{coordinates=[37.593773422, 55.761388103], type=Point}";"{coordinates=[37.593773422, 55.761388103], type=Point}";
"2813206";"766";"Мемориальная доска Садовскому Прову Михайловичу";"В этом доме жил и умер народный артист СССР, лауреат Государственной премии Пров Михайлович Садовский";"nested data";"Центральный административный округ";"Пресненский район";"город Москва, Спиридоньевский переулок, дом 8, строение 8";"";"01.07.1947";"";"горизонтальная";"Текстовая";"";"nested data";"16.04.2023";"";"полная";"nested data";"";"";"24482";"{coordinates=[37.594701368, 55.762140121], type=Point}";"{coordinates=[37.594701368, 55.762140121], type=Point}";
"2813207";"767";"Мемориальная доска Царёву Михаилу Ивановичу";"Здесь жил народный артист СССР Михаил Иванович Царёв";"nested data";"Центральный административный округ";"Пресненский район";"город Москва, Спиридоньевский переулок, дом 8, строение 8";"";"01.07.1991";"";"горизонтальная";"Текстовая";"";"nested data";"16.04.2023";"";"полная";"nested data";"";"";"24482";"{coordinates=[37.594701368, 55.762140121], type=Point}";"{coordinates=[37.594701368, 55.762140121], type=Point}";
"2813208";"768";"Мемориальная доска в память о формировании 13-й дивизии Народного ополчения Ростокинского района";"Здесь в суровые дни Великой Отечественной войны - в июле 1941 года - была сформирована 13 дивизия народного ополчения";"nested data";"Центральный административный округ";"Мещанский район";"город Москва, улица Сретенка, дом 11, строение 1";"";"01.07.1970";"возможно 1967 г.";"вертикальная";"Текстовая с изображением автомата";"";"nested data";"27.03.2016";"";"общее загрязнение";"nested data";"";"Следы краски.
Размеры: 50 х 70 см.";"2100089";"{coordinates=[37.631450498, 55.768286542], type=Point}";"{coordinates=[37.631450498, 55.768286542], type=Point}";
"2813209";"769";"Мемориальная доска Ленину Владимиру Ильичу и Горькому Алексею Максимовичу";"18 июня 1920 года В. И. Ленин вместе с А. М. Горьким посетил Главное артиллерийское управление Красной Армии";"nested data";"Центральный административный округ";"Красносельский район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Красносельский, Сретенский бульвар, дом 6/1, строение 1";"Установлена со стороны Боброва переулка, у подъезда №6";"20.04.1968";"";"сложной формы";"Текстовая с выгравированным портретом";"";"nested data";"01.03.2023";"";"общее загрязнение";"nested data";"";"";"24528";"{coordinates=[37.633398129, 55.765798412], type=Point}";"{coordinates=[37.633398129, 55.765798412], type=Point}";
"2813210";"770";"Мемориальная доска Серову Валентину Александровичу";"В этом доме жил и умер художник Валентин Александрович Серов";"nested data";"Центральный административный округ";"район Арбат";"город Москва, Староваганьковский переулок, дом 21, строение 1-2";"";"14.02.1958";"";"квадратная";"Текстовая";"";"nested data";"06.04.2021";"";"полная";"nested data";"";"Размеры: 80 х 100 см.";"3200444";"{coordinates=[37.607350745, 55.751610758], type=Point}";"{coordinates=[37.607350745, 55.751610758], type=Point}";
"2813212";"772";"Мемориальная доска в память о формировании дивизии Народного ополчения Киевского района города Москвы";"Здесь в суровые дни Великой Отечественной войны (июль 1941 года) была сформирована Дивизия народного ополчения Киевского района г. Москвы, которая за доблесть и геройство, проявленные в боях с немецко-фашистскими захватчиками, была преобразована в гвардейскую. Награждена правительственными наградами и получила почетное наименование: «77 гвардейская стрелковая Черниговская ордена Ленина Краснознаменная ордена Суворова дивизия»";"nested data";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Староконюшенный переулок, дом 18";"Гимназия № 1529 им. А.С.Грибоедова.";"25.04.2010";"08.05.1960 – сняли по ветхости (80 х 90) белый мрамор – находится в подсобке.";"вертикальная";"Текстовая";"";"nested data";"05.03.2023";"";"полная";"nested data";"";"Новая доска установлена по инициативе ветеранов ВОВ района, по указанию управления образования, на балансе школы.";"2121151";"{coordinates=[37.595570892, 55.746878993], type=Point}";"{coordinates=[37.595570892, 55.746878993], type=Point}";
"2813213";"773";"Мемориальная доска Милю Михаилу Леонтьевичу";"В этом доме с 1964 по 1970 год жил Герой Социалистического Труда, генеральный конструктор вертолетов Миль Михаил Леонтьевич";"nested data";"Центральный административный округ";"район Хамовники";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Хамовники, Староконюшенный переулок, дом 19";"";"18.11.1972";"";"горизонтальная";"Текстовая с барельефным портретом";"бронза";"nested data";"05.03.2023";"";"полная";"nested data";"";"Следы краски";"24682";"{coordinates=[37.594922565, 55.745861855], type=Point}";"{coordinates=[37.594922565, 55.745861855], type=Point}";
"2813214";"774";"Мемориальная доска Богданову Никите Алексеевичу";"Здесь с 1978 по 2003 работал директор института член-корреспондент РАН Никита Алексеевич Богданов";"nested data";"Центральный административный округ";"район Якиманка";"город Москва, Старомонетный переулок, дом 22, строение 1";"";"01.01.0001";"";"горизонтальная";"Текстовая";"";"nested data";"16.03.2016";"";"полная";"nested data";"";"Размеры: 55 х 75 см.";"2102920";"{coordinates=[37.618805689, 55.739246319], type=Point}";"{coordinates=[37.618805689, 55.739246319], type=Point}";
"2813215";"775";"Мемориальная доска Сидоренко Александру Васильевичу";"В этом доме с 1977 по 1982 работал основатель института академик Александр Васильевич Сидоренко";"nested data";"Центральный административный округ";"район Якиманка";"город Москва, Старомонетный переулок, дом 22, строение 1";"";"01.01.0001";"";"горизонтальная";"Текстовая";"";"nested data";"22.03.2022";"";"полная";"nested data";"";"Утрата левого нижнего крепёжного болта. Размеры: 54 х 67 см.";"2102920";"{coordinates=[37.618805689, 55.739246319], type=Point}";"{coordinates=[37.618805689, 55.739246319], type=Point}";
"2813216";"776";"Мемориальная доска Яншину Александру Леонидовичу";"Здесь с 1982 по 1999 работал выдающийся естествоиспытатель академик Александр Леонидович Яншин";"nested data";"Центральный административный округ";"район Якиманка";"город Москва, Старомонетный переулок, дом 22, строение 1";"";"01.01.0001";"";"горизонтальная";"Текстовая";"";"nested data";"22.03.2022";"";"полная";"nested data";"";"Размеры: 55 х 75 см.";"2102920";"{coordinates=[37.618805689, 55.739246319], type=Point}";"{coordinates=[37.618805689, 55.739246319], type=Point}";
"2813217";"777";"Мемориальная доска памяти павших сотрудников НИИ минерального сырья";"Вечная слава сотрудникам ВИМСа, отдавшим жизнь в боях за Родину 1941-1945 г.г. Далее следуют фамилии и инициалы 26 погибших воинов.";"nested data";"Центральный административный округ";"район Якиманка";"город Москва, Старомонетный переулок, дом 27-29-7-7А, корпус 15";"ФГБУ Всероссийский научно-исследовательский институт минерального сырья им. Н.М. Федоровского";"01.07.1970";"";"вертикальная";"Текстовая с изображением лавровой ветви";"";"nested data";"16.03.2016";"";"полная";"nested data";"";"Размеры: 71 х 127 см.";"2102777";"{coordinates=[37.621323511, 55.738143192], type=Point}";"{coordinates=[37.621323511, 55.738143192], type=Point}";
"2813218";"778";"Мемориальная доска Аршинову Владимиру Васильевичу";"Основатель ВИМСа заслуженный деятель науки Владимир Васильевич Аршинов 1879-1955";"nested data";"Центральный административный округ";"район Якиманка";"город Москва, Старомонетный переулок, дом 27-29-7-7А, корпус 15";"ФГБУ Всероссийский научно-исследовательский институт минерального сырья им. Н.М. Федоровского";"01.01.0001";"1950-е годы";"вертикальная";"С бронзовым барельефным портретом в медальоне";"";"nested data";"16.03.2016";"";"полная";"nested data";"";"Размеры: 86 х 152 см.";"2102777";"{coordinates=[37.621323511, 55.738143192], type=Point}";"{coordinates=[37.621323511, 55.738143192], type=Point}";
"2813219";"779";"Мемориальная доска Федоровскому Николаю Михайловичу";"В этом здании с 1923 по 1937 год работал выдающийся советский ученый-минералог Николай Михайлович Федоровский. Член-корреспондент академии наук СССР, организатор и первый директор ВИМС";"nested data";"Центральный административный округ";"район Якиманка";"город Москва, Старомонетный переулок, дом 27-29-7-7А, корпус 15";"ФГБУ Всероссийский научно-исследовательский институт минерального сырья им. Н.М. Федоровского";"18.11.1976";"";"горизонтальная";"С накладным бронзовым барельефным портретом в нише";"";"nested data";"16.03.2016";"";"полная";"nested data";"";"Размеры: 80 х 140 см.";"2102777";"{coordinates=[37.621323511, 55.738143192], type=Point}";"{coordinates=[37.621323511, 55.738143192], type=Point}";
"2813220";"780";"Мемориальная доска Плаксину Игорю Николаевичу";"Здесь с 1935 года по 1967 год жил и работал советский учёный в области металлургии и горного дела член-корреспондент Академии наук СССР Лауреат Государственных премий Игорь Николаевич Плаксин";"nested data";"Центральный административный округ";"район Якиманка";"Старомонетный пер., дом 33";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"24709";"{coordinates=[37.620395759, 55.737690041], type=Point}";"{coordinates=[37.620395759, 55.737690041], type=Point}";
"2813221";"781";"Мемориальная доска Измалкову Алексею Матвеевичу";"В этом доме работал с 1931 г. по 1968 г. участник Гражданской и Отечественной войны скульптор Алексей Матвеевич Измалков";"nested data";"Центральный административный округ";"Тверской район";"Черкасский Б. пер., дом 8/6, строение 1";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2105849";"{coordinates=[37.626757466, 55.75615237], type=Point}";"{coordinates=[37.626757466, 55.75615237], type=Point}";
"2813222";"782";"Мемориальная доска памяти павших воспитанников школы №175";"Памяти павших в ВОВ воспитанников школы №175";"nested data";"Центральный административный округ";"Тверской район";"Старопименовский переулок, дом 5";"Средняя школа №175";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"2117991";"{coordinates=[37.600717825, 55.769341011], type=Point}";"{coordinates=[37.600717825, 55.769341011], type=Point}";
"2813223";"783";"Мемориальная доска Верейскому Аресту Георгиевичу";"В этом доме с 1972 по 1993 жил и работал замечательный художник Арест Георгиевич Верейский. Человек жив, пока его помнят. Арест Верейский";"nested data";"Центральный административный округ";"Тверской район";"Старопименовский переулок, дом 12/6";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"14082";"{coordinates=[37.60297161, 55.769625394], type=Point}";"{coordinates=[37.60297161, 55.769625394], type=Point}";
"2813224";"784";"Мемориальная доска Левитану Юрию Борисовичу";"В этом доме с 1972 года по 1983 год жил диктор всесоюзного радио народный артист СССР Юрий Борисович Левитан";"nested data";"Центральный административный округ";"Тверской район";"Старопименовский переулок, дом 12/6";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"14082";"{coordinates=[37.60297161, 55.769625394], type=Point}";"{coordinates=[37.60297161, 55.769625394], type=Point}";
"2813226";"786";"Мемориальная доска Держинской Ксении Георгиевне";"Здесь с 1931 по 1951 г. жила народная артистка СССР Ксения Георгиевна Держинская";"nested data";"Центральный административный округ";"Тверской район";"Старопименовский переулок, дом 16";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"14086";"{coordinates=[37.604048741, 55.769786185], type=Point}";"{coordinates=[37.604048741, 55.769786185], type=Point}";
"2813227";"787";"Мемориальная доска Медведеву Дмитрию Николаевичу";"В этом доме в 1950-1954 годах жил и работал писатель, герой Советского Союза Дмитрий Николаевич Медведев";"nested data";"Центральный административный округ";"Тверской район";"Старопименовский переулок, дом 16";"";"";"";"";"";"";"nested data";"";"";"";"nested data";"";"";"14086";"{coordinates=[37.604048741, 55.769786185], type=Point}";"{coordinates=[37.604048741, 55.769786185], type=Point}";
"2813228";"788";"Мемориальная доска в честь 3-го Всероссийского съезда торгово-промышленных служащих";"1906-1926 25-го июня (8.VII) 1906 г. в этом здании был открыт 3-й Всероссийский съезд торгово-промышл. служащих. Съезд сделал первую попытку направить движение служащих на путь профессиональной борьбы. ЦК профсоюза Совторгслужащих СССР 8.VII.1926 г.»";"nested data";"Центральный административный округ";"Басманный район";"город Москва, Старосадский переулок, дом 9, строение 2-2А";"Государственная публичная историческая библиотека России";"08.07.1926";"";"вертикальная";"Текстовая";"";"nested data";"26.03.2016";"";"общее загрязнение";"nested data";"";"Размеры: 70 х 100 см.";"24719";"{coordinates=[37.640079196, 55.756413374], type=Point}";"{coordinates=[37.640079196, 55.756413374], type=Point}";
"2813230";"790";"Мемориальная доска Гиляровскому Владимиру Алексеевичу";"В этом доме с 1886 г. по 1935 г. жил писатель Владимир Алексеевич Гиляровский";"nested data";"Центральный административный округ";"Тверской район";"Российская Федерация, город Москва, внутригородская территория муниципальный округ Тверской, Столешников переулок, дом 9, строение 1";"";"01.07.1958";"";"вертикальная";"Текстовая с накладным бронзовым барельефным портретом";"бронза";"nested data";"12.03.2023";"";"полная";"nested data";"";"Размеры: 100 х 176 см.";"24782";"{coordinates=[37.615012755, 55.76312284], type=Point}";"{coordinates=[37.615012755, 55.76312284], type=Point}";
"2813231";"791";"Мемориальная доска Мусе Джалилю (Мусе Мустафовичу Залилову)";"Здесь с 1935 года по 1941 год жил лауреат Ленинской премии, Герой Советского Союза поэт Муса Джалиль";"nested data";"Центральный административный округ";"Тверской район";"город Москва, Столешников переулок, дом 11, строение 1";"";"26.12.1991";"";"вертикальная";"Текстовая с барельефным портретом";"бронза";"nested data";"12.03.2023";"";"общее загрязнение";"nested data";"";"Размеры: 65 х 105 см.";"2110526";"{coordinates=[37.615636891, 55.763562683], type=Point}";"{coordinates=[37.615636891, 55.763562683], type=Point}";
